"Sentence","labels"
"Excellent intubation conditions could be obtained in children after inhalation induction with low sevoflurane concentrations and adjuvant sufentanil .",0
"In addition , the combined therapy induced a dramatic reduction in the tumor growth of SUM159 xenografts compared to Ixabepilone alone .",1
"Craving continues to be a significant concern for individuals even after they have successfully stopped smoking .",0
"SG decreased expression of phosphorylated focal adhesion kinase , but increased expression of E-cadherin to promote cells stasis .",1
"Early changes in microcirculation are characterized by hyperperfusion and increased pulse wave reflection leading to increased aortic pressure .",1
"Urinary metabolite of prostaglandin E2 may be able to identify patients who could benefit from COX-2 inhibition .",0
"Long-term efficacy of fixed orthodontic appliances for malocclusion should be confirmed by future researches .",0
"LPA is a factor in ascites from OC patients that promote the proliferation as well as the migration of OC cells .",1
"Intensive insulin therapy to target glucose of 100 and 140 mg and dL in the ICU did not significantly reduce perioperative complications compared with target glucose of 141 and 180 mg and dL after CABG surgery .",1
"The occurrence of backcrossed individuals indicates that hybrid queens and males are fertile , and the presence of the cinerea mitochondrial haplotype in 97 % of hybrids shows that successful F1 hybrids will generally have cinerea mothers and selysi fathers .",0
"These effects may be relevant in the treatment of cocaine dependence .",0
"Whereas this technique shows that the reports of feeding practices were accurate at the group level , it is not adequate to distinguish between feeding practices in individual infants .",0
"The effect of remission induction was similar in high and medium glucocorticoid groups .",1
"The results reveal that PISFOP and GCFOP may be measured by osmometer , and their levels may be related with the clinical conditions of periimplant and periodontal soft tissues .",1
"Previous studies using PBMCs or CD4 T cells from infected viremic , elite controllers and multiply exposed uninfected subjects indicate that HIV-1 infection and virus exposure resulted in signature miRNA expression profile further supports the role of HIV-1 induced miRNA regulation .",1
"When disease activity is determined by isolated laboratory and clinical variables , evidence is much weaker and somewhat inconsistent .",0
"Cross-sectional study .",0
"Multipoint calculations on pedigrees are affected by missing data and genotyping error .",1
"Gastric tissues from infected Arg2 mice demonstrated increased expression of arginase 1 , ornithine decarboxylase , adenosylmethionine decarboxylase 1 , spermidine and spermine N - acetyltransferase 1 , and spermine oxidase , along with increased spermine levels .",1
"The trees generated by LICHeE juxtaposed with those presented in the paper are shown in Figure 3 .",0
"Except for alcohol use , patient characteristics and treatment factors did not predict restraint use .",0
"This pilot study showed initial evidence that structural connectivity analysis was sensitive to brain network abnormalities and may serve as an imaging biomarker in children with persistent symptoms after mTBI .",1
"Different types of dementia cause different LUTS at varying time points during the disease process and need singular therapeutic approaches .",1
"The CCD-011 dental pulp cells with allelic deletion of total RUNX2 provided a useful cell tool to investigate how RUNX2 deficiency affects downstream targets and contribute to the dentinogenesis dysregulation related to CCD .",1
